machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health
H35745,H,300.5,310.0,1495,47.4,184,Critical
M21192,M,300.5,309.9,1994,19.8,189,Critical
M21193,M,300.4,309.9,1415,31.8,192,Critical
M21194,M,300.4,309.8,1725,30.4,195,Critical
M21195,M,300.4,309.8,1430,43.4,198,Critical
L53516,L,300.4,309.8,1395,48.1,201,Critical
M21197,M,300.4,309.8,1435,43.6,203,Critical
L53518,L,300.4,309.9,1681,28.6,206,Critical
L53519,L,300.5,310.0,1451,48.6,208,Critical
H35754,H,300.5,309.9,1397,45.9,210,Critical
M21201,M,300.4,309.8,1421,47.2,0,Healthy
M21202,M,300.3,309.8,1444,42.0,3,Healthy
L53523,L,300.2,309.8,1827,23.0,6,Healthy
H35758,H,300.2,309.8,1374,47.7,8,Healthy
L53525,L,300.2,309.8,1650,29.6,13,Healthy
L53526,L,300.2,309.7,1275,60.7,15,Healthy
L53527,L,300.2,309.7,1421,44.6,17,Healthy
L53528,L,300.2,309.8,1557,33.8,19,Healthy
L53529,L,300.1,309.8,1506,35.2,21,Healthy
L53530,L,300.1,309.7,1362,49.1,23,Healthy
L53531,L,300.0,309.7,1542,47.1,25,Healthy
L53532,L,300.0,309.6,1496,38.8,27,Healthy
M21213,M,300.0,309.6,1491,42.0,29,Healthy
L53534,L,300.1,309.6,1565,34.8,32,Healthy
L53535,L,300.1,309.7,1481,37.9,34,Healthy
M21216,M,300.1,309.7,1420,48.4,36,Healthy
L53537,L,300.2,309.8,1398,54.8,39,Healthy
M21218,M,300.2,309.8,1466,45.7,41,Healthy
L53539,L,300.1,309.8,1430,56.7,44,Healthy
L53540,L,300.1,309.7,1441,40.1,46,Healthy
M21221,M,300.1,309.7,1348,57.3,48,Healthy
L53542,L,300.0,309.6,1738,28.7,51,Healthy
M21223,M,300.0,309.6,1618,36.2,53,Healthy
M21224,M,299.9,309.6,1489,41.7,56,Healthy
M21225,M,299.9,309.5,1412,57.9,59,Healthy
M21226,M,299.9,309.5,2065,18.1,62,Healthy
L53547,L,300.0,309.6,1571,33.1,65,Healthy
M21228,M,300.0,309.6,1423,48.7,67,Healthy
H35783,H,300.0,309.5,1781,24.9,70,Healthy
L53550,L,300.1,309.6,1321,46.9,75,Healthy
L53551,L,300.1,309.6,1546,36.7,77,Healthy
M21232,M,300.0,309.5,1879,22.4,79,Healthy
H35787,H,300.0,309.5,1735,28.9,82,Medium
L53554,L,300.0,309.5,1506,38.8,87,Medium
H35789,H,300.0,309.6,1629,32.3,89,Medium
L53556,L,300.0,309.6,1694,28.7,94,Medium
L53557,L,300.1,309.6,1541,37.0,96,Medium
L53558,L,300.0,309.6,1514,44.6,98,Medium
L53559,L,300.1,309.7,1485,45.9,100,Medium
L53560,L,300.2,309.8,1430,55.0,102,Medium
L53561,L,300.2,309.7,1771,27.1,104,Medium
L53562,L,300.2,309.8,1481,41.9,106,Medium
H35797,H,300.2,309.7,1483,43.8,108,Medium
H35798,H,300.1,309.6,1463,45.1,113,Medium
L53565,L,300.1,309.7,1410,48.3,118,Medium
L53566,L,300.2,309.7,1656,34.3,120,Medium
M21247,M,300.2,309.8,1487,39.2,122,Medium
H35802,H,300.3,309.9,1509,46.6,125,Medium
H35803,H,300.3,309.9,1677,30.1,130,Medium
L53570,L,300.3,309.8,1450,55.0,135,Medium
M21251,M,300.2,309.7,1413,43.0,137,Medium
L53572,L,300.1,309.7,1680,33.8,140,Medium
L53573,L,300.2,309.7,1678,30.5,142,Medium
M21254,M,300.2,309.7,1408,44.0,144,Medium
M21255,M,300.1,309.6,1376,52.1,147,Medium
L53576,L,300.0,309.6,1526,46.4,150,Medium
M21257,M,300.0,309.6,1587,32.6,152,Medium
L53578,L,300.1,309.7,1351,58.2,155,Medium
M21259,M,300.1,309.6,1501,38.0,157,Medium
L53580,L,300.1,309.7,1601,35.8,160,Medium
M21261,M,300.0,309.6,1573,39.7,162,Medium
M21262,M,300.1,309.6,1584,36.7,165,Medium
L53583,L,300.1,309.6,1649,33.6,168,Medium
M21264,M,300.2,309.7,1183,61.4,170,Medium
L53585,L,300.1,309.7,2151,17.5,173,Medium
L53586,L,300.2,309.8,1526,45.6,175,Medium
M21267,M,300.3,309.9,1611,29.0,177,Medium
L53588,L,300.3,309.9,1601,31.7,180,Critical
L53589,L,300.3,310.0,1560,40.8,182,Critical
L53590,L,300.4,310.1,1544,41.9,184,Critical
M21271,M,300.4,310.0,1560,42.3,186,Critical
L53592,L,300.4,310.0,1423,44.2,189,Critical
L53593,L,300.4,310.1,1614,33.5,191,Critical
M21274,M,300.4,310.1,1457,35.1,193,Critical
L53595,L,300.4,310.1,1503,42.2,196,Critical
H35830,H,300.4,310.1,1484,38.0,198,Critical
L53597,L,300.3,309.9,1540,39.9,203,Critical
H35832,H,300.3,309.9,1405,52.1,205,Critical
H35833,H,300.3,309.9,1394,46.7,210,Critical
L53600,L,300.3,309.9,1518,36.4,0,Healthy
L53601,L,300.3,309.9,1527,41.4,2,Healthy
L53602,L,300.3,309.9,1377,55.3,4,Healthy
M21283,M,300.3,310.0,1537,37.5,6,Healthy
M21284,M,300.3,310.0,1409,43.2,9,Healthy
L53605,L,300.3,309.9,1393,56.1,12,Healthy
L53606,L,300.2,309.7,1448,36.8,14,Healthy
L53607,L,300.2,309.8,1418,49.3,16,Healthy
M21288,M,300.2,309.8,1743,24.1,18,Healthy
M21289,M,300.2,309.8,1394,47.4,21,Healthy
L53610,L,300.3,309.8,1523,39.2,24,Healthy
L53611,L,300.2,309.8,1353,59.4,26,Healthy
M21292,M,300.3,309.9,1447,46.5,28,Healthy
L53613,L,300.3,309.9,1570,34.0,31,Healthy
M21294,M,300.3,309.9,1494,38.5,33,Healthy
L53615,L,300.3,309.9,1621,34.1,36,Healthy
L53616,L,300.4,310.0,1769,26.1,38,Healthy
L53617,L,300.4,310.0,1282,66.1,40,Healthy
L53618,L,300.4,310.0,1581,30.3,42,Healthy
L53619,L,300.6,310.1,1656,32.7,44,Healthy
L53620,L,300.6,310.2,1648,31.7,46,Healthy
L53621,L,300.7,310.2,1639,31.4,48,Healthy
L53622,L,300.7,310.2,1348,54.8,50,Healthy
L53623,L,300.8,310.3,1537,33.3,52,Healthy
M21304,M,300.8,310.3,1270,61.0,54,Healthy
L53625,L,300.7,310.3,1662,34.4,57,Healthy
M21306,M,300.7,310.3,1471,40.2,59,Healthy
L53627,L,300.6,310.1,1337,45.8,62,Healthy
H35862,H,300.7,310.2,1877,24.8,64,Healthy
L53629,L,300.6,310.2,1519,44.6,69,Healthy
L53630,L,300.6,310.2,1378,47.3,71,Healthy
L53631,L,300.7,310.2,1696,27.5,73,Healthy
L53632,L,300.7,310.1,1376,50.8,75,Healthy
L53633,L,300.7,310.2,1807,24.2,77,Healthy
L53634,L,300.7,310.1,1598,32.8,79,Healthy
L53635,L,300.7,310.1,1565,40.2,81,Medium
L53636,L,300.7,310.2,1387,50.6,83,Medium
L53637,L,300.7,310.0,1395,48.0,85,Medium
M21318,M,300.6,310.0,1302,62.9,87,Medium
M21319,M,300.6,310.0,1397,55.2,90,Medium
L53640,L,300.6,310.0,1313,52.9,93,Medium
L53641,L,300.6,310.0,1505,35.9,95,Medium
H35876,H,300.6,310.0,1483,44.0,97,Medium
H35877,H,300.5,310.0,1358,60.4,102,Medium
M21324,M,300.5,309.9,1735,27.0,107,Medium
M21325,M,300.5,309.8,1416,48.5,110,Medium
L53646,L,300.4,309.7,1740,31.1,113,Medium
L53647,L,300.4,309.7,1692,27.4,115,Medium
L53648,L,300.5,309.8,1507,42.5,117,Medium
M21329,M,300.4,309.6,1521,35.0,119,Medium
L53650,L,300.4,309.6,1379,54.5,122,Medium
L53651,L,300.4,309.6,1523,38.5,124,Medium
H35886,H,300.4,309.6,1571,33.6,126,Medium
H35887,H,300.4,309.5,1547,50.7,131,Medium
M21334,M,300.5,309.7,1347,54.3,136,Medium
L53655,L,300.5,309.7,1560,30.2,139,Medium
L53656,L,300.5,309.7,1384,48.6,141,Medium
L53657,L,300.5,309.7,1841,24.6,143,Medium
L53658,L,300.5,309.8,1663,29.1,145,Critical
L53659,L,300.6,309.8,1418,42.7,147,Medium
L53660,L,300.7,309.9,1775,26.6,149,Medium
L53661,L,300.7,309.8,1406,48.4,151,Medium
L53662,L,300.6,309.9,1480,43.7,153,Medium
L53663,L,300.7,309.9,1412,45.3,155,Medium
H35898,H,300.6,309.8,1913,22.5,157,Medium
L53665,L,300.6,309.8,1629,37.6,162,Medium
L53666,L,300.5,309.8,1939,21.4,164,Medium
H35901,H,300.6,309.8,1541,36.2,166,Medium
L53668,L,300.7,309.8,1330,54.4,171,Medium
M21349,M,300.7,309.8,1490,38.8,173,Medium
L53670,L,300.7,309.9,1383,44.5,176,Medium
L53671,L,300.8,310.0,1468,52.7,178,Medium
M21352,M,300.8,309.9,1444,46.0,180,Critical
L53673,L,300.7,309.8,1363,53.1,183,Critical
L53674,L,300.6,309.7,1617,33.2,185,Critical
M21355,M,300.6,309.8,1694,31.1,187,Critical
L53676,L,300.7,309.9,1815,27.0,190,Critical
L53677,L,300.8,309.9,1312,65.3,192,Critical
H35912,H,300.8,309.9,2041,19.2,194,Critical
L53679,L,300.9,310.0,1671,26.8,199,Critical
M21360,M,300.9,310.0,1416,46.6,201,Critical
M21361,M,300.9,310.0,1600,36.0,204,Critical
L53682,L,300.9,310.0,2595,13.7,207,Critical
M21363,M,300.9,309.9,1465,42.9,209,Critical
M21364,M,301.0,310.1,1681,27.4,212,Critical
L53685,L,301.1,310.1,1457,39.6,215,Critical
H35920,H,301.0,310.1,1454,44.1,217,Critical
L53687,L,301.0,310.1,1558,32.6,0,Healthy
H35922,H,301.0,310.1,1756,30.7,2,Healthy
L53689,L,301.1,310.1,1564,36.8,7,Healthy
L53690,L,301.1,310.2,1455,55.3,9,Healthy
M21371,M,301.2,310.1,2280,15.7,11,Healthy
M21372,M,301.1,310.0,1433,48.1,14,Healthy
L53693,L,301.1,310.0,1513,38.0,17,Healthy
L53694,L,301.0,309.9,1507,41.8,19,Healthy
L53695,L,301.0,310.0,1480,43.5,21,Healthy
H35930,H,301.1,310.0,1470,40.1,23,Healthy
L53697,L,301.1,310.1,1540,36.6,28,Healthy
H35932,H,301.0,310.0,1212,67.9,30,Healthy
L53699,L,301.1,310.1,1417,46.9,35,Healthy
M21380,M,301.2,310.1,1666,34.9,37,Healthy
L53701,L,301.1,310.1,1666,27.2,40,Healthy
L53702,L,301.1,310.1,1489,45.8,42,Healthy
M21383,M,301.1,310.2,1850,27.7,44,Healthy
L53704,L,301.1,310.4,1874,24.8,47,Healthy
L53705,L,301.1,310.4,1312,73.6,49,Critical
L53706,L,301.2,310.4,1515,38.4,51,Healthy
L53707,L,301.2,310.4,1516,44.4,53,Healthy
L53708,L,301.2,310.5,1546,40.0,55,Healthy
L53709,L,301.3,310.6,1481,40.9,57,Healthy
H35944,H,301.3,310.6,1605,32.5,59,Healthy
H35945,H,301.2,310.7,1656,26.2,64,Healthy
H35946,H,301.2,310.6,1352,52.0,69,Healthy
L53713,L,301.3,310.7,1504,47.2,74,Healthy
L53714,L,301.3,310.6,1436,44.2,76,Healthy
H35949,H,301.2,310.5,1505,43.6,78,Healthy
L53716,L,301.3,310.5,1406,47.1,83,Medium
M21397,M,301.3,310.5,1481,39.7,85,Medium
L53718,L,301.4,310.7,1487,44.6,88,Medium
L53719,L,301.4,310.7,1436,54.1,90,Medium
M21400,M,301.4,310.7,1368,63.7,92,Critical
L53721,L,301.4,310.7,1509,38.3,95,Medium
L53722,L,301.4,310.8,1543,36.9,97,Medium
L53723,L,301.4,310.8,1698,29.6,99,Medium
M21404,M,301.4,310.7,1470,46.5,101,Medium
M21405,M,301.4,310.8,1738,30.3,104,Medium
M21406,M,301.4,310.8,1530,39.9,107,Medium
L53727,L,301.4,310.8,1740,29.2,110,Medium
L53728,L,301.4,310.8,1770,24.1,112,Medium
H35963,H,301.3,310.6,1527,44.0,114,Medium
L53730,L,301.3,310.7,1516,46.0,119,Medium
L53731,L,301.4,310.7,1616,36.5,121,Medium
L53732,L,301.4,310.7,1786,26.1,123,Medium
L53733,L,301.4,310.8,1389,52.7,125,Medium
M21414,M,301.4,310.7,1639,29.8,127,Medium
H35969,H,301.5,310.7,1394,46.7,130,Medium
L53736,L,301.5,310.7,1686,27.9,135,Medium
M21417,M,301.5,310.6,1638,31.9,137,Medium
M21418,M,301.5,310.6,1447,41.9,140,Medium
H35973,H,301.5,310.6,1512,39.0,143,Medium
L53740,L,301.6,310.8,1961,21.8,148,Medium
L53741,L,301.5,310.7,1596,35.4,150,Medium
M21422,M,301.5,310.7,1871,21.3,152,Medium
L53743,L,301.5,310.7,1942,20.5,155,Medium
L53744,L,301.4,310.6,1557,38.2,157,Medium
L53745,L,301.4,310.6,1550,36.8,159,Medium
L53746,L,301.3,310.6,1966,22.6,161,Medium
M21427,M,301.3,310.6,1499,36.1,163,Medium
L53748,L,301.3,310.6,1521,36.3,166,Medium
M21429,M,301.4,310.7,1375,42.0,168,Medium
L53750,L,301.4,310.6,1634,31.1,171,Medium
M21431,M,301.3,310.6,1378,49.4,173,Medium
L53752,L,301.4,310.7,1428,53.7,176,Medium
M21433,M,301.4,310.6,1855,25.3,178,Medium
L53754,L,301.4,310.6,1578,33.0,181,Critical
M21435,M,301.4,310.5,1451,45.3,183,Critical
L53756,L,301.5,310.5,1644,34.9,186,Critical
L53757,L,301.4,310.4,1388,45.3,188,Critical
L53758,L,301.4,310.4,1543,40.9,190,Critical
L53759,L,301.3,310.4,1501,41.6,192,Critical
L53760,L,301.3,310.4,1507,39.1,194,Critical
L53761,L,301.4,310.4,1559,36.0,196,Critical
L53762,L,301.5,310.5,1528,35.7,198,Critical
M21443,M,301.5,310.5,1503,38.2,200,Critical
L53764,L,301.5,310.5,1372,44.0,203,Critical
M21445,M,301.5,310.5,1600,32.8,205,Critical
L53766,L,301.5,310.6,1453,44.0,208,Critical
M21447,M,301.6,310.7,1813,24.6,210,Critical
L53768,L,301.6,310.7,1457,40.4,213,Critical
M21449,M,301.6,310.6,1553,38.9,0,Healthy
L53770,L,301.7,310.7,1763,25.9,3,Healthy
L53771,L,301.7,310.7,2023,20.9,5,Healthy
M21452,M,301.6,310.7,1457,47.8,7,Healthy
L53773,L,301.6,310.7,1679,29.5,10,Healthy
L53774,L,301.6,310.6,2103,19.7,12,Healthy
M21455,M,301.5,310.7,1460,38.6,14,Healthy
M21456,M,301.5,310.7,1454,39.4,17,Healthy
L53777,L,301.5,310.6,1481,46.8,20,Healthy
L53778,L,301.5,310.7,1424,51.1,22,Healthy
L53779,L,301.6,310.7,1494,39.5,24,Healthy
M21460,M,301.5,310.6,1424,47.0,26,Healthy
M21461,M,301.5,310.7,1347,47.9,29,Healthy
L53782,L,301.5,310.6,1374,46.7,32,Healthy
M21463,M,301.5,310.6,1403,47.4,34,Healthy
M21464,M,301.5,310.6,1573,37.4,37,Healthy
M21465,M,301.6,310.6,1691,30.1,40,Healthy
H36020,H,301.5,310.5,1538,44.3,43,Healthy
L53787,L,301.5,310.5,1556,39.1,48,Healthy
M21468,M,301.5,310.4,1593,36.8,50,Healthy
L53789,L,301.5,310.4,1474,39.9,53,Healthy
L53790,L,301.5,310.4,1543,34.0,55,Healthy
H36025,H,301.5,310.5,1587,33.8,57,Healthy
L53792,L,301.6,310.6,1222,70.0,62,Healthy
L53793,L,301.7,310.6,1513,41.1,64,Healthy
L53794,L,301.7,310.6,1660,28.7,66,Healthy
L53795,L,301.7,310.6,1545,42.1,68,Healthy
M21476,M,301.7,310.6,1380,45.8,70,Healthy
L53797,L,301.6,310.6,1321,60.8,73,Healthy
M21478,M,301.6,310.6,1309,65.8,75,Critical
M21479,M,301.7,310.7,1627,31.3,78,Healthy
M21480,M,301.6,310.7,1791,23.8,81,Medium
M21481,M,301.7,310.7,1861,21.8,84,Medium
L53802,L,301.7,310.7,1493,51.1,87,Medium
M21483,M,301.7,310.7,1442,41.1,89,Medium
L53804,L,301.7,310.7,1532,39.8,92,Medium
M21485,M,301.6,310.7,1421,44.4,94,Medium
L53806,L,301.6,310.6,1613,42.5,97,Medium
M21487,M,301.7,310.6,1876,22.1,99,Medium
L53808,L,301.6,310.5,1593,34.5,102,Medium
L53809,L,301.6,310.5,1397,49.4,104,Medium
M21490,M,301.6,310.5,1414,49.3,106,Medium
M21491,M,301.5,310.4,1378,55.3,109,Medium
L53812,L,301.4,310.4,1301,51.2,112,Medium
M21493,M,301.5,310.5,1737,29.3,114,Medium
L53814,L,301.5,310.5,1396,44.5,117,Medium
L53815,L,301.5,310.5,1534,39.3,119,Medium
M21496,M,301.5,310.5,1774,25.5,121,Medium
H36051,H,301.5,310.5,1453,48.0,124,Medium
L53818,L,301.5,310.5,1453,44.2,129,Medium
L53819,L,301.4,310.5,1380,48.4,131,Medium
L53820,L,301.4,310.4,1334,43.2,133,Medium
L53821,L,301.5,310.5,1702,28.7,135,Medium
L53822,L,301.6,310.6,1431,37.5,137,Medium
M21503,M,301.5,310.5,1308,60.5,139,Medium
L53824,L,301.5,310.6,1565,43.9,142,Medium
M21505,M,301.5,310.4,1486,39.6,144,Medium
L53826,L,301.5,310.5,1479,34.2,147,Medium
L53827,L,301.5,310.5,1927,22.4,149,Medium
L53828,L,301.5,310.4,1488,41.1,151,Medium
M21509,M,301.5,310.4,1350,54.9,153,Medium
L53830,L,301.6,310.4,1561,35.3,156,Medium
M21511,M,301.5,310.4,1276,55.6,158,Medium
H36066,H,301.5,310.4,1580,35.7,161,Medium
M21513,M,301.4,310.3,1610,29.1,166,Medium
L53834,L,301.4,310.3,2203,16.6,169,Medium
L53835,L,301.4,310.3,1639,32.7,171,Medium
M21516,M,301.4,310.4,1553,44.7,173,Medium
L53837,L,301.4,310.3,1374,47.6,176,Medium
L53838,L,301.4,310.4,1430,50.9,178,Medium
L53839,L,301.3,310.3,1626,31.3,180,Critical
H36074,H,301.4,310.5,1421,43.8,182,Critical
M21521,M,301.3,310.4,1501,39.8,187,Critical
M21522,M,301.3,310.4,2093,18.7,190,Critical
L53843,L,301.3,310.4,1504,47.2,193,Critical
L53844,L,301.3,310.4,1538,38.4,195,Critical
L53845,L,301.3,310.4,1440,41.5,197,Critical
L53846,L,301.3,310.4,1414,51.4,199,Critical
H36081,H,301.4,310.5,1536,39.9,201,Critical
L53848,L,301.4,310.5,1476,39.2,206,Critical
L53849,L,301.4,310.5,1571,33.9,208,Critical
L53850,L,301.5,310.6,1998,20.2,210,Critical
L53851,L,301.5,310.6,1357,42.1,212,Critical
L53852,L,301.6,310.7,1424,50.5,214,Critical
L53853,L,301.6,310.7,1380,51.8,216,Critical
L53854,L,301.5,310.7,1618,35.5,218,Critical
L53855,L,301.5,310.6,1579,28.0,220,Critical
L53856,L,301.5,310.7,1423,44.0,222,Critical
L53857,L,301.5,310.7,1435,38.5,224,Critical
M21538,M,301.5,310.7,1336,65.6,0,Critical
L53859,L,301.6,310.8,1392,42.4,3,Healthy
L53860,L,301.5,310.8,1417,49.7,5,Healthy
L53861,L,301.4,310.7,1425,45.1,7,Healthy
L53862,L,301.5,310.8,1512,38.9,9,Healthy
L53863,L,301.5,310.9,1318,50.6,11,Healthy
L53864,L,301.6,310.9,1538,40.4,13,Healthy
L53865,L,301.6,310.9,1532,43.6,15,Healthy
L53866,L,301.7,311.0,1715,24.8,17,Healthy
L53867,L,301.7,311.0,1700,28.7,19,Healthy
L53868,L,301.7,311.0,1548,40.3,21,Healthy
L53869,L,301.7,311.0,1546,43.0,23,Healthy
L53870,L,301.7,311.0,1343,49.2,25,Healthy
M21551,M,301.7,311.0,1510,47.8,27,Healthy
M21552,M,301.8,311.0,1839,23.6,30,Healthy
M21553,M,301.8,311.0,1756,26.7,33,Healthy
M21554,M,301.7,310.9,1300,62.7,36,Healthy
M21555,M,301.7,311.0,1311,55.8,39,Healthy
L53876,L,301.7,310.9,1636,31.3,42,Healthy
L53877,L,301.6,310.9,1643,34.1,44,Healthy
L53878,L,301.6,310.8,1418,44.7,46,Healthy
M21559,M,301.7,310.8,1516,40.4,48,Healthy
H36114,H,301.6,310.9,1419,50.2,51,Healthy
L53881,L,301.6,310.9,1623,34.1,56,Healthy
M21562,M,301.6,310.8,1664,32.0,58,Healthy
M21563,M,301.5,310.7,1744,28.2,61,Healthy
M21564,M,301.5,310.7,1510,36.0,64,Healthy
M21565,M,301.5,310.6,1382,58.1,67,Healthy
L53886,L,301.4,310.6,1381,46.1,70,Healthy
L53887,L,301.3,310.6,1556,39.0,72,Healthy
M21568,M,301.4,310.6,1464,37.4,74,Healthy
L53889,L,301.4,310.6,1481,37.6,77,Healthy
L53890,L,301.5,310.7,1323,49.7,79,Healthy
L53891,L,301.5,310.7,1426,46.1,81,Medium
H36126,H,301.4,310.7,1516,36.4,83,Medium
L53893,L,301.3,310.6,1416,45.2,88,Medium
L53894,L,301.3,310.6,1440,53.8,90,Medium
L53895,L,301.3,310.6,1576,30.4,92,Medium
L53896,L,301.3,310.6,1387,53.6,94,Medium
M21577,M,301.4,310.6,1464,48.6,96,Medium
L53898,L,301.4,310.6,2137,18.0,99,Medium
M21579,M,301.4,310.6,1431,40.6,101,Medium
L53900,L,301.3,310.6,1458,48.0,104,Medium
L53901,L,301.4,310.7,1280,61.0,106,Medium
L53902,L,301.4,310.7,1657,28.7,108,Medium
M21583,M,301.4,310.6,1565,36.1,110,Medium
L53904,L,301.3,310.6,1560,36.8,113,Medium
M21585,M,301.5,310.7,1359,47.1,115,Medium
L53906,L,301.5,310.8,1500,41.0,118,Medium
L53907,L,301.5,310.8,1785,25.5,120,Medium
L53908,L,301.5,310.9,1891,23.2,122,Medium
H36143,H,301.5,310.9,1524,40.4,124,Medium
M21590,M,301.6,311.0,1431,42.3,129,Medium
L53911,L,301.6,310.9,1385,51.2,132,Medium
L53912,L,301.7,311.0,1503,44.8,134,Medium
M21593,M,301.7,311.0,1311,46.8,136,Medium
M21594,M,301.6,310.9,1575,40.1,139,Medium
L53915,L,301.6,311.0,1485,40.1,142,Medium
L53916,L,301.7,311.0,1527,42.2,144,Medium
M21597,M,301.7,311.0,1537,33.5,146,Medium
H36152,H,301.8,311.1,1463,50.1,149,Medium
L53919,L,301.7,311.2,1482,43.6,154,Medium
L53920,L,301.8,311.2,1417,55.9,156,Medium
M21601,M,301.7,311.1,1506,39.5,158,Medium
H36156,H,301.7,311.2,1639,30.0,161,Medium
L53923,L,301.7,311.2,1418,38.0,166,Medium
M21604,M,301.7,311.0,1298,58.1,168,Medium
M21605,M,301.8,311.1,1395,44.6,171,Medium
M21606,M,301.7,311.1,1578,40.5,174,Medium
M21607,M,301.8,311.1,1597,29.8,177,Medium
H36162,H,301.7,311.0,2016,19.3,180,Critical
L53929,L,301.7,311.0,1585,35.9,185,Critical
M21610,M,301.7,311.0,1505,44.0,187,Critical
M21611,M,301.7,311.0,1505,37.1,190,Critical
L53932,L,301.6,310.9,1706,29.5,193,Critical
L53933,L,301.6,310.9,1385,50.7,195,Critical
L53934,L,301.8,311.1,1495,36.9,197,Critical
M21615,M,301.8,311.1,1663,31.6,199,Critical
L53936,L,301.8,311.2,1840,26.6,202,Critical
L53937,L,301.8,311.2,1822,26.2,204,Critical
L53938,L,301.7,311.1,1644,32.8,206,Critical
L53939,L,301.7,311.0,1441,44.3,208,Critical
L53940,L,301.5,310.9,1451,40.6,0,Healthy
L53941,L,301.5,310.9,1400,50.8,2,Healthy
L53942,L,301.4,310.8,1362,53.2,4,Healthy
M21623,M,301.4,310.8,1782,26.5,6,Healthy
L53944,L,301.4,310.9,1536,38.3,9,Healthy
L53945,L,301.5,310.9,1580,32.3,11,Healthy
M21626,M,301.4,311.0,1427,43.2,13,Healthy
L53947,L,301.3,310.9,1509,41.7,16,Healthy
H36182,H,301.3,310.8,1434,39.5,18,Healthy
L53949,L,301.2,310.8,1392,52.6,23,Healthy
M21630,M,301.3,310.8,1509,40.1,25,Healthy
M21631,M,301.2,310.7,1962,22.5,28,Healthy
L53952,L,301.3,310.7,1536,39.3,31,Healthy
L53953,L,301.3,310.8,1381,47.9,33,Healthy
H36188,H,301.2,310.7,1747,27.3,35,Healthy
L53955,L,301.2,310.6,1670,30.0,40,Healthy
L53956,L,301.3,310.6,1451,47.5,42,Healthy
L53957,L,301.2,310.7,1951,21.3,44,Healthy
M21638,M,301.3,310.7,1819,25.5,46,Healthy
M21639,M,301.3,310.8,1372,54.2,49,Healthy
L53960,L,301.3,310.8,1560,38.5,52,Healthy
M21641,M,301.3,310.8,1494,35.3,54,Healthy
L53962,L,301.3,310.8,1531,53.4,57,Healthy
L53963,L,301.3,310.8,1450,46.9,59,Healthy
M21644,M,301.3,310.7,1391,52.5,61,Healthy
L53965,L,301.2,310.6,1389,45.3,64,Healthy
L53966,L,301.2,310.6,1409,50.9,66,Healthy
H36201,H,301.1,310.6,1388,58.5,68,Healthy
M21648,M,301.1,310.6,1410,43.9,73,Healthy
M21649,M,301.1,310.5,1646,30.7,76,Healthy
M21650,M,301.1,310.7,2219,16.7,79,Healthy
L53971,L,301.2,310.7,1551,41.2,82,Medium
L53972,L,301.2,310.6,1811,24.0,84,Medium
L53973,L,301.3,310.7,1608,31.4,86,Medium
L53974,L,301.3,310.8,1428,55.2,88,Medium
L53975,L,301.4,310.8,1477,50.4,90,Medium
M21656,M,301.3,310.7,1300,58.3,92,Medium
M21657,M,301.2,310.7,1615,34.9,95,Medium
L53978,L,301.2,310.7,1676,32.4,98,Medium
M21659,M,301.1,310.7,2636,12.2,100,Critical
M21660,M,301.1,310.6,1310,48.8,103,Medium
L53981,L,301.1,310.7,1334,48.2,106,Medium
M21662,M,301.1,310.7,1621,31.0,108,Medium
M21663,M,301.1,310.7,1367,43.4,111,Medium
L53984,L,301.0,310.6,1588,33.7,114,Medium
M21665,M,301.0,310.7,1497,37.6,116,Medium
L53986,L,301.1,310.8,1608,32.9,119,Medium
L53987,L,301.0,310.8,1549,41.4,121,Medium
L53988,L,301.0,310.7,1391,45.0,123,Medium
L53989,L,300.9,310.8,1490,38.1,125,Medium
L53990,L,301.0,310.7,1727,34.5,127,Medium
L53991,L,300.9,310.6,1504,46.4,129,Medium
L53992,L,300.9,310.6,1350,53.8,131,Medium
M21673,M,300.9,310.7,1420,43.0,133,Medium
H36228,H,300.8,310.6,1465,44.1,136,Medium
L53995,L,300.9,310.7,1427,44.1,141,Medium
L53996,L,300.9,310.7,1477,43.2,143,Medium
M21677,M,301.0,310.7,1493,48.1,145,Medium
M21678,M,301.0,310.7,1657,29.9,148,Medium
L53999,L,300.9,310.7,1359,46.0,151,Medium
L54000,L,300.8,310.6,1551,34.5,153,Medium
M21681,M,300.8,310.6,1545,37.5,155,Medium
M21682,M,300.9,310.6,1709,29.2,158,Medium
M21683,M,300.9,310.7,1268,56.3,161,Medium
L54004,L,300.9,310.7,1740,25.3,164,Medium
L54005,L,301.0,310.9,1828,25.1,166,Medium
L54006,L,301.0,310.9,1822,21.6,168,Medium
M21687,M,301.0,310.9,1515,41.8,170,Medium
L54008,L,301.0,310.9,1392,52.9,173,Medium
H36243,H,300.9,310.9,1474,35.7,175,Medium
M21690,M,301.0,310.9,1359,53.4,180,Critical
L54011,L,301.1,311.0,1565,52.3,183,Critical
M21692,M,301.1,311.1,1384,42.5,185,Critical
L54013,L,301.1,311.1,1387,53.1,188,Critical
L54014,L,301.1,311.0,1378,51.1,190,Critical
L54015,L,301.0,310.9,1809,25.7,192,Critical
H36250,H,301.1,311.0,1339,52.8,194,Critical
M21697,M,301.0,311.0,1423,38.6,199,Critical
L54018,L,301.1,311.1,1570,41.6,202,Critical
L54019,L,301.2,311.2,1558,34.1,204,Critical
L54020,L,301.1,311.1,1799,21.7,206,Critical
