machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,health,maintenance_count,last_service_days,next_service_days,maintenance_type,total_downtime_hours,maintenance_cost,last_failure,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend,annual_maintenance,retrofit_cost,replacement_cost,expected_life_years,energy_cost_per_year,resale_value,production_loss_per_day
H35660,H,300.8,310.3,1457,46.8,182,Critical,6,29,89,Corrective,15,1900,No,11104,4.4,5.6,48.6,Critical,7000,25000,70000,10,4200,15000,2500
L53427,L,300.8,310.2,1492,46.3,187,Critical,6,27,87,Corrective,15,1200,No,11399,4.6,5.4,49.7,Critical,2500,8000,25000,5,1500,5000,800
L53428,L,300.8,310.1,1405,61.2,189,Critical,8,26,86,Emergency,39,1500,Yes,11315,4.5,5.5,46.8,Critical,2500,8000,25000,5,1500,5000,800
L53429,L,300.7,310.1,1542,35.5,191,Critical,6,25,85,Corrective,15,1200,No,11679,4.7,5.3,51.4,Critical,2500,8000,25000,5,1500,5000,800
L53430,L,300.8,310.2,1520,37.7,193,Critical,6,24,84,Corrective,16,1200,No,11725,4.7,5.3,50.7,Critical,2500,8000,25000,5,1500,5000,800
M21111,M,300.8,310.2,1598,36.5,195,Critical,6,23,83,Corrective,16,1500,No,11971,4.8,5.2,53.3,Critical,4500,15000,45000,7,2800,9000,1500
L53432,L,300.8,310.3,1538,36.1,198,Critical,6,21,81,Corrective,16,1200,No,11986,4.8,5.2,51.3,Critical,2500,8000,25000,5,1500,5000,800
L53433,L,300.9,310.4,1615,30.9,200,Critical,6,20,80,Corrective,16,1200,No,12230,4.9,5.1,53.8,Critical,2500,8000,25000,5,1500,5000,800
L53434,L,301.0,310.5,1408,47.0,202,Critical,6,19,79,Corrective,16,1200,No,11906,4.8,5.2,46.9,Critical,2500,8000,25000,5,1500,5000,800
L53435,L,301.0,310.5,1379,57.3,204,Critical,8,18,78,Emergency,41,1500,Yes,11938,4.8,5.2,46.0,Critical,2500,8000,25000,5,1500,5000,800
L53436,L,301.0,310.6,1493,37.8,206,Critical,8,17,77,Emergency,41,1500,Yes,12256,4.9,5.1,49.8,Critical,2500,8000,25000,5,1500,5000,800
L53437,L,301.1,310.7,1376,49.1,0,Healthy,1,120,180,Preventive,0,450,No,2752,1.1,8.9,45.9,Stable,2500,8000,25000,5,1500,5000,800
M21118,M,301.1,310.7,1583,40.7,2,Healthy,1,119,179,Preventive,0,750,No,3256,1.3,8.7,52.8,Stable,4500,15000,45000,7,2800,9000,1500
M21119,M,301.2,310.8,1396,47.4,5,Healthy,1,118,178,Preventive,0,750,No,3017,1.2,8.8,46.5,Stable,4500,15000,45000,7,2800,9000,1500
L53440,L,301.1,310.7,1436,45.3,8,Healthy,1,116,176,Preventive,0,450,No,3232,1.3,8.7,47.9,Stable,2500,8000,25000,5,1500,5000,800
L53441,L,301.1,310.6,1417,47.6,10,Healthy,1,115,175,Preventive,0,450,No,3284,1.3,8.7,47.2,Stable,2500,8000,25000,5,1500,5000,800
L53442,L,301.0,310.6,1641,33.4,12,Healthy,1,114,174,Preventive,1,450,No,3822,1.5,8.5,54.7,Stable,2500,8000,25000,5,1500,5000,800
M21123,M,301.0,310.6,1698,27.3,14,Healthy,1,113,173,Preventive,1,750,No,4026,1.6,8.4,56.6,Stable,4500,15000,45000,7,2800,9000,1500
L53444,L,300.9,310.4,1541,39.1,17,Healthy,1,112,172,Preventive,1,450,No,3847,1.5,8.5,51.4,Stable,2500,8000,25000,5,1500,5000,800
L53445,L,300.8,310.3,1383,46.6,19,Healthy,1,111,171,Preventive,1,450,No,3621,1.4,8.6,46.1,Stable,2500,8000,25000,5,1500,5000,800
L53446,L,300.8,310.4,1368,46.8,21,Healthy,1,110,170,Preventive,1,450,No,3681,1.5,8.5,45.6,Stable,2500,8000,25000,5,1500,5000,800
L53447,L,300.8,310.4,1570,35.2,23,Healthy,1,109,169,Preventive,1,450,No,4175,1.7,8.3,52.3,Stable,2500,8000,25000,5,1500,5000,800
L53448,L,300.9,310.5,1616,33.5,25,Healthy,1,108,168,Preventive,2,450,No,4357,1.7,8.3,53.9,Stable,2500,8000,25000,5,1500,5000,800
M21129,M,300.9,310.5,1444,43.2,27,Healthy,1,107,167,Preventive,2,750,No,4103,1.6,8.4,48.1,Stable,4500,15000,45000,7,2800,9000,1500
L53450,L,300.9,310.4,2021,18.8,30,Healthy,1,105,165,Preventive,2,450,No,5392,2.2,7.8,67.4,Stable,2500,8000,25000,5,1500,5000,800
M21131,M,300.9,310.5,1702,29.3,32,Healthy,1,104,164,Preventive,2,750,No,4844,1.9,8.1,56.7,Stable,4500,15000,45000,7,2800,9000,1500
M21132,M,301.1,310.6,1429,52.7,35,Healthy,2,103,163,Preventive,2,900,No,4433,1.8,8.2,47.6,Stable,4500,15000,45000,7,2800,9000,1500
L53453,L,301.2,310.8,1711,28.9,38,Healthy,2,101,161,Preventive,3,600,No,5132,2.1,7.9,57.0,Stable,2500,8000,25000,5,1500,5000,800
M21134,M,301.2,310.7,1543,32.9,40,Healthy,2,100,160,Preventive,3,900,No,4886,2.0,8.0,51.4,Stable,4500,15000,45000,7,2800,9000,1500
L53455,L,301.3,310.8,1628,32.2,43,Healthy,2,99,159,Preventive,3,600,No,5191,2.1,7.9,54.3,Stable,2500,8000,25000,5,1500,5000,800
L53456,L,301.2,310.8,1233,64.6,45,Healthy,2,98,158,Preventive,3,600,No,4491,1.8,8.2,41.1,Stable,2500,8000,25000,5,1500,5000,800
L53457,L,301.2,310.8,1461,40.6,47,Healthy,2,97,157,Preventive,3,600,No,5037,2.0,8.0,48.7,Stable,2500,8000,25000,5,1500,5000,800
L53458,L,301.2,310.7,1568,38.3,49,Healthy,2,96,156,Preventive,4,600,No,5341,2.1,7.9,52.3,Stable,2500,8000,25000,5,1500,5000,800
L53459,L,301.3,310.8,1432,54.4,51,Healthy,2,95,155,Preventive,4,600,No,5159,2.1,7.9,47.7,Stable,2500,8000,25000,5,1500,5000,800
M21140,M,301.2,310.7,1527,41.1,53,Healthy,2,94,154,Preventive,4,900,No,5439,2.2,7.8,50.9,Stable,4500,15000,45000,7,2800,9000,1500
M21141,M,301.3,310.8,1455,41.2,56,Healthy,2,92,152,Preventive,4,900,No,5430,2.2,7.8,48.5,Stable,4500,15000,45000,7,2800,9000,1500
M21142,M,301.3,310.8,1418,45.4,59,Healthy,2,91,151,Preventive,4,900,No,5491,2.2,7.8,47.3,Stable,4500,15000,45000,7,2800,9000,1500
L53463,L,301.3,310.8,1719,29.5,62,Healthy,2,89,149,Preventive,5,600,No,6228,2.5,7.5,57.3,Stable,2500,8000,25000,5,1500,5000,800
M21144,M,301.2,310.8,1734,31.3,64,Healthy,2,88,148,Preventive,5,900,No,6348,2.5,7.5,57.8,Stable,4500,15000,45000,7,2800,9000,1500
M21145,M,301.2,310.7,1426,46.1,67,Healthy,2,87,147,Preventive,5,900,No,5867,2.3,7.7,47.5,Stable,4500,15000,45000,7,2800,9000,1500
L53466,L,301.1,310.6,1611,35.2,70,Healthy,3,85,145,Preventive,5,750,No,6372,2.5,7.5,53.7,Stable,2500,8000,25000,5,1500,5000,800
M21147,M,301.1,310.6,1479,41.1,72,Healthy,3,84,144,Preventive,6,1050,No,6198,2.5,7.5,49.3,Stable,4500,15000,45000,7,2800,9000,1500
L53468,L,301.0,310.5,1317,50.9,75,Healthy,3,83,143,Preventive,6,750,No,6009,2.4,7.6,43.9,Stable,2500,8000,25000,5,1500,5000,800
L53469,L,301.0,310.5,1248,61.4,77,Healthy,3,82,142,Preventive,6,750,No,5961,2.4,7.6,41.6,Stable,2500,8000,25000,5,1500,5000,800
L53470,L,301.0,310.5,1932,21.7,79,Healthy,3,81,141,Preventive,6,750,No,7419,3.0,7.0,64.4,Stable,2500,8000,25000,5,1500,5000,800
M21151,M,301.1,310.5,1547,35.8,81,Medium,3,80,140,Preventive,6,1050,No,6739,2.7,7.3,51.6,Declining,4500,15000,45000,7,2800,9000,1500
L53472,L,301.0,310.4,1614,31.6,84,Medium,3,78,138,Preventive,7,750,No,7008,2.8,7.2,53.8,Declining,2500,8000,25000,5,1500,5000,800
H35707,H,301.0,310.4,1512,44.9,86,Medium,3,77,137,Preventive,7,1450,No,6894,2.8,7.2,50.4,Declining,7000,25000,70000,10,4200,15000,2500
L53474,L,301.1,310.5,1529,38.7,91,Medium,3,75,135,Preventive,7,750,No,7153,2.9,7.1,51.0,Declining,2500,8000,25000,5,1500,5000,800
H35709,H,301.1,310.6,1782,24.9,93,Medium,3,74,134,Preventive,7,1450,No,7749,3.1,6.9,59.4,Declining,7000,25000,70000,10,4200,15000,2500
L53476,L,301.0,310.5,1429,39.4,98,Medium,3,71,131,Preventive,8,750,No,7268,2.9,7.1,47.6,Declining,2500,8000,25000,5,1500,5000,800
M21157,M,301.1,310.5,1309,60.7,100,Medium,3,70,130,Preventive,8,1050,No,7118,2.8,7.2,43.6,Declining,4500,15000,45000,7,2800,9000,1500
L53478,L,301.1,310.5,1428,44.1,103,Medium,3,69,129,Preventive,8,750,No,7491,3.0,7.0,47.6,Declining,2500,8000,25000,5,1500,5000,800
L53479,L,301.2,310.6,1385,49.2,105,Medium,4,68,128,Preventive,8,900,No,7495,3.0,7.0,46.2,Declining,2500,8000,25000,5,1500,5000,800
L53480,L,301.2,310.7,1517,39.4,107,Medium,4,67,127,Preventive,8,900,No,7849,3.1,6.9,50.6,Declining,2500,8000,25000,5,1500,5000,800
M21161,M,301.2,310.6,1576,39.6,109,Medium,4,66,126,Preventive,9,1200,No,8057,3.2,6.8,52.5,Declining,4500,15000,45000,7,2800,9000,1500
L53482,L,301.2,310.6,1437,51.2,112,Medium,4,64,124,Preventive,9,900,No,7914,3.2,6.8,47.9,Declining,2500,8000,25000,5,1500,5000,800
H35717,H,301.2,310.6,1457,50.5,114,Medium,4,63,123,Preventive,9,1600,No,8044,3.2,6.8,48.6,Declining,7000,25000,70000,10,4200,15000,2500
L53484,L,301.1,310.5,1532,37.5,119,Medium,4,61,121,Preventive,9,900,No,8419,3.4,6.6,51.1,Declining,2500,8000,25000,5,1500,5000,800
M21165,M,301.1,310.5,1603,32.6,121,Medium,4,60,120,Corrective,10,1200,No,8651,3.5,6.5,53.4,Declining,4500,15000,45000,7,2800,9000,1500
L53486,L,301.0,310.4,1563,34.4,124,Medium,4,58,118,Corrective,10,900,No,8706,3.5,6.5,52.1,Declining,2500,8000,25000,5,1500,5000,800
L53487,L,301.0,310.3,1617,34.5,126,Medium,4,57,117,Corrective,10,900,No,8904,3.6,6.4,53.9,Declining,2500,8000,25000,5,1500,5000,800
M21168,M,300.8,310.1,1686,26.9,128,Medium,4,56,116,Corrective,10,1200,No,9132,3.7,6.3,56.2,Declining,4500,15000,45000,7,2800,9000,1500
L53489,L,300.9,310.2,1382,50.4,131,Medium,4,55,115,Corrective,10,900,No,8659,3.5,6.5,46.1,Declining,2500,8000,25000,5,1500,5000,800
L53490,L,300.9,310.1,2090,17.8,133,Medium,4,54,114,Corrective,11,900,No,10165,4.1,5.9,69.7,Declining,2500,8000,25000,5,1500,5000,800
L53491,L,300.9,310.3,1446,44.5,135,Medium,4,53,113,Corrective,11,900,No,8967,3.6,6.4,48.2,Declining,2500,8000,25000,5,1500,5000,800
M21172,M,300.9,310.2,1533,38.1,137,Medium,4,52,112,Corrective,11,1200,No,9231,3.7,6.3,51.1,Declining,4500,15000,45000,7,2800,9000,1500
L53493,L,300.9,310.3,1440,47.6,140,Medium,5,50,110,Corrective,11,1050,No,9180,3.7,6.3,48.0,Declining,2500,8000,25000,5,1500,5000,800
M21174,M,301.0,310.4,1793,25.0,142,Medium,5,49,109,Corrective,11,1350,No,9976,4.0,6.0,59.8,Declining,4500,15000,45000,7,2800,9000,1500
M21175,M,301.0,310.4,1517,46.1,145,Medium,5,48,108,Corrective,12,1350,No,9559,3.8,6.2,50.6,Declining,4500,15000,45000,7,2800,9000,1500
L53496,L,300.9,310.4,1544,36.0,148,Medium,5,46,106,Corrective,12,1050,No,9748,3.9,6.1,51.5,Declining,2500,8000,25000,5,1500,5000,800
L53497,L,300.9,310.3,1321,48.8,150,Medium,5,45,105,Corrective,12,1050,No,9392,3.8,6.2,44.0,Declining,2500,8000,25000,5,1500,5000,800
M21178,M,300.9,310.3,1416,50.9,152,Medium,5,44,104,Corrective,12,1350,No,9672,3.9,6.1,47.2,Declining,4500,15000,45000,7,2800,9000,1500
L53499,L,300.8,310.2,1514,40.0,155,Medium,5,43,103,Corrective,12,1050,No,10003,4.0,6.0,50.5,Declining,2500,8000,25000,5,1500,5000,800
M21180,M,300.8,310.2,1304,52.5,157,Medium,5,42,102,Corrective,13,1350,No,9673,3.9,6.1,43.5,Declining,4500,15000,45000,7,2800,9000,1500
L53501,L,300.7,310.2,1286,64.9,160,Medium,5,40,100,Corrective,13,1050,No,9772,3.9,6.1,42.9,Declining,2500,8000,25000,5,1500,5000,800
M21182,M,300.7,310.1,1483,40.2,162,Medium,5,39,99,Corrective,13,1350,No,10256,4.1,5.9,49.4,Declining,4500,15000,45000,7,2800,9000,1500
L53503,L,300.7,310.1,1351,46.9,165,Medium,5,38,98,Corrective,13,1050,No,10127,4.1,5.9,45.0,Declining,2500,8000,25000,5,1500,5000,800
M21184,M,300.7,310.1,1367,52.6,167,Medium,5,37,97,Corrective,13,1350,No,10249,4.1,5.9,45.6,Declining,4500,15000,45000,7,2800,9000,1500
L53505,L,300.7,310.1,1721,32.3,170,Medium,5,35,95,Corrective,14,1050,No,11092,4.4,5.6,57.4,Declining,2500,8000,25000,5,1500,5000,800
L53506,L,300.6,310.0,1455,40.4,172,Medium,5,34,94,Corrective,14,1050,No,10650,4.3,5.7,48.5,Declining,2500,8000,25000,5,1500,5000,800
L53507,L,300.6,310.0,1425,49.5,174,Medium,5,33,93,Corrective,14,1050,No,10680,4.3,5.7,47.5,Declining,2500,8000,25000,5,1500,5000,800
L53508,L,300.7,310.0,1672,29.7,176,Medium,6,32,92,Corrective,14,1200,No,11264,4.5,5.5,55.7,Declining,2500,8000,25000,5,1500,5000,800
M21189,M,300.7,310.0,1641,34.6,178,Medium,6,31,91,Corrective,14,1500,No,11292,4.5,5.5,54.7,Declining,4500,15000,45000,7,2800,9000,1500
M21190,M,300.5,310.0,1580,37.0,181,Critical,6,30,90,Corrective,15,1500,No,11305,4.5,5.5,52.7,Critical,4500,15000,45000,7,2800,9000,1500
H35745,H,300.5,310.0,1495,47.4,184,Critical,6,28,88,Corrective,15,1900,No,11270,4.5,5.5,49.8,Critical,7000,25000,70000,10,4200,15000,2500
M21192,M,300.5,309.9,1994,19.8,189,Critical,6,26,86,Corrective,15,1500,No,12493,5.0,5.0,66.5,Critical,4500,15000,45000,7,2800,9000,1500
M21193,M,300.4,309.9,1415,31.8,192,Critical,6,24,84,Corrective,16,1500,No,11470,4.6,5.4,47.2,Critical,4500,15000,45000,7,2800,9000,1500
M21194,M,300.4,309.8,1725,30.4,195,Critical,6,23,83,Corrective,16,1500,No,12225,4.9,5.1,57.5,Critical,4500,15000,45000,7,2800,9000,1500
M21195,M,300.4,309.8,1430,43.4,198,Critical,6,21,81,Corrective,16,1500,No,11770,4.7,5.3,47.7,Critical,4500,15000,45000,7,2800,9000,1500
L53516,L,300.4,309.8,1395,48.1,201,Critical,6,20,80,Corrective,16,1200,No,11835,4.7,5.3,46.5,Critical,2500,8000,25000,5,1500,5000,800
M21197,M,300.4,309.8,1435,43.6,203,Critical,6,19,79,Corrective,16,1500,No,12005,4.8,5.2,47.8,Critical,4500,15000,45000,7,2800,9000,1500
L53518,L,300.4,309.9,1681,28.6,206,Critical,6,17,77,Corrective,17,1200,No,12632,5.1,4.9,56.0,Critical,2500,8000,25000,5,1500,5000,800
L53519,L,300.5,310.0,1451,48.6,208,Critical,6,16,76,Corrective,17,1200,No,12262,4.9,5.1,48.4,Critical,2500,8000,25000,5,1500,5000,800
H35754,H,300.5,309.9,1397,45.9,210,Critical,9,15,75,Emergency,41,2350,Yes,12244,4.9,5.1,46.6,Critical,7000,25000,70000,10,4200,15000,2500
M21201,M,300.4,309.8,1421,47.2,0,Healthy,1,120,180,Preventive,0,750,No,2842,1.1,8.9,47.4,Stable,4500,15000,45000,7,2800,9000,1500
M21202,M,300.3,309.8,1444,42.0,3,Healthy,1,119,179,Preventive,0,750,No,3023,1.2,8.8,48.1,Stable,4500,15000,45000,7,2800,9000,1500
L53523,L,300.2,309.8,1827,23.0,6,Healthy,1,117,177,Preventive,0,450,No,3924,1.6,8.4,60.9,Stable,2500,8000,25000,5,1500,5000,800
H35758,H,300.2,309.8,1374,47.7,8,Healthy,1,116,176,Preventive,0,1150,No,3108,1.2,8.8,45.8,Stable,7000,25000,70000,10,4200,15000,2500
L53525,L,300.2,309.8,1650,29.6,13,Healthy,1,114,174,Preventive,1,450,No,3885,1.6,8.4,55.0,Stable,2500,8000,25000,5,1500,5000,800
L53526,L,300.2,309.7,1275,60.7,15,Healthy,1,113,173,Preventive,1,450,No,3225,1.3,8.7,42.5,Stable,2500,8000,25000,5,1500,5000,800
L53527,L,300.2,309.7,1421,44.6,17,Healthy,1,112,172,Preventive,1,450,No,3607,1.4,8.6,47.4,Stable,2500,8000,25000,5,1500,5000,800
L53528,L,300.2,309.8,1557,33.8,19,Healthy,1,111,171,Preventive,1,450,No,3969,1.6,8.4,51.9,Stable,2500,8000,25000,5,1500,5000,800
L53529,L,300.1,309.8,1506,35.2,21,Healthy,1,110,170,Preventive,1,450,No,3957,1.6,8.4,50.2,Stable,2500,8000,25000,5,1500,5000,800
L53530,L,300.1,309.7,1362,49.1,23,Healthy,1,109,169,Preventive,1,450,No,3759,1.5,8.5,45.4,Stable,2500,8000,25000,5,1500,5000,800
L53531,L,300.0,309.7,1542,47.1,25,Healthy,1,108,168,Preventive,2,450,No,4209,1.7,8.3,51.4,Stable,2500,8000,25000,5,1500,5000,800
L53532,L,300.0,309.6,1496,38.8,27,Healthy,1,107,167,Preventive,2,450,No,4207,1.7,8.3,49.9,Stable,2500,8000,25000,5,1500,5000,800
M21213,M,300.0,309.6,1491,42.0,29,Healthy,1,106,166,Preventive,2,750,No,4287,1.7,8.3,49.7,Stable,4500,15000,45000,7,2800,9000,1500
L53534,L,300.1,309.6,1565,34.8,32,Healthy,1,104,164,Preventive,2,450,No,4570,1.8,8.2,52.2,Stable,2500,8000,25000,5,1500,5000,800
L53535,L,300.1,309.7,1481,37.9,34,Healthy,1,103,163,Preventive,2,450,No,4492,1.8,8.2,49.4,Stable,2500,8000,25000,5,1500,5000,800
M21216,M,300.1,309.7,1420,48.4,36,Healthy,2,102,162,Preventive,3,900,No,4460,1.8,8.2,47.3,Stable,4500,15000,45000,7,2800,9000,1500
L53537,L,300.2,309.8,1398,54.8,39,Healthy,2,101,161,Preventive,3,600,No,4551,1.8,8.2,46.6,Stable,2500,8000,25000,5,1500,5000,800
M21218,M,300.2,309.8,1466,45.7,41,Healthy,2,100,160,Preventive,3,900,No,4777,1.9,8.1,48.9,Stable,4500,15000,45000,7,2800,9000,1500
L53539,L,300.1,309.8,1430,56.7,44,Healthy,2,98,158,Preventive,3,600,No,4840,1.9,8.1,47.7,Stable,2500,8000,25000,5,1500,5000,800
L53540,L,300.1,309.7,1441,40.1,46,Healthy,2,97,157,Preventive,3,600,No,4952,2.0,8.0,48.0,Stable,2500,8000,25000,5,1500,5000,800
M21221,M,300.1,309.7,1348,57.3,48,Healthy,2,96,156,Preventive,4,900,No,4856,1.9,8.1,44.9,Stable,4500,15000,45000,7,2800,9000,1500
L53542,L,300.0,309.6,1738,28.7,51,Healthy,2,95,155,Preventive,4,600,No,5771,2.3,7.7,57.9,Stable,2500,8000,25000,5,1500,5000,800
M21223,M,300.0,309.6,1618,36.2,53,Healthy,2,94,154,Preventive,4,900,No,5621,2.2,7.8,53.9,Stable,4500,15000,45000,7,2800,9000,1500
M21224,M,299.9,309.6,1489,41.7,56,Healthy,2,92,152,Preventive,4,900,No,5498,2.2,7.8,49.6,Stable,4500,15000,45000,7,2800,9000,1500
M21225,M,299.9,309.5,1412,57.9,59,Healthy,2,91,151,Preventive,4,900,No,5479,2.2,7.8,47.1,Stable,4500,15000,45000,7,2800,9000,1500
M21226,M,299.9,309.5,2065,18.1,62,Healthy,2,89,149,Preventive,5,900,No,6920,2.8,7.2,68.8,Stable,4500,15000,45000,7,2800,9000,1500
L53547,L,300.0,309.6,1571,33.1,65,Healthy,2,88,148,Preventive,5,600,No,6067,2.4,7.6,52.4,Stable,2500,8000,25000,5,1500,5000,800
M21228,M,300.0,309.6,1423,48.7,67,Healthy,2,87,147,Preventive,5,900,No,5861,2.3,7.7,47.4,Stable,4500,15000,45000,7,2800,9000,1500
H35783,H,300.0,309.5,1781,24.9,70,Healthy,3,85,145,Preventive,5,1450,No,6712,2.7,7.3,59.4,Stable,7000,25000,70000,10,4200,15000,2500
L53550,L,300.1,309.6,1321,46.9,75,Healthy,3,83,143,Preventive,6,750,No,6017,2.4,7.6,44.0,Stable,2500,8000,25000,5,1500,5000,800
L53551,L,300.1,309.6,1546,36.7,77,Healthy,3,82,142,Preventive,6,750,No,6557,2.6,7.4,51.5,Stable,2500,8000,25000,5,1500,5000,800
M21232,M,300.0,309.5,1879,22.4,79,Healthy,3,81,141,Preventive,6,1050,No,7313,2.9,7.1,62.6,Stable,4500,15000,45000,7,2800,9000,1500
H35787,H,300.0,309.5,1735,28.9,82,Medium,3,79,139,Preventive,6,1450,No,7160,2.9,7.1,57.8,Declining,7000,25000,70000,10,4200,15000,2500
L53554,L,300.0,309.5,1506,38.8,87,Medium,3,77,137,Preventive,7,750,No,6927,2.8,7.2,50.2,Declining,2500,8000,25000,5,1500,5000,800
H35789,H,300.0,309.6,1629,32.3,89,Medium,3,76,136,Preventive,7,1450,No,7263,2.9,7.1,54.3,Declining,7000,25000,70000,10,4200,15000,2500
L53556,L,300.0,309.6,1694,28.7,94,Medium,3,73,133,Preventive,7,750,No,7618,3.0,7.0,56.5,Declining,2500,8000,25000,5,1500,5000,800
L53557,L,300.1,309.6,1541,37.0,96,Medium,3,72,132,Preventive,8,750,No,7402,3.0,7.0,51.4,Declining,2500,8000,25000,5,1500,5000,800
L53558,L,300.0,309.6,1514,44.6,98,Medium,3,71,131,Preventive,8,750,No,7438,3.0,7.0,50.5,Declining,2500,8000,25000,5,1500,5000,800
L53559,L,300.1,309.7,1485,45.9,100,Medium,3,70,130,Preventive,8,750,No,7470,3.0,7.0,49.5,Declining,2500,8000,25000,5,1500,5000,800
L53560,L,300.2,309.8,1430,55.0,102,Medium,3,69,129,Preventive,8,750,No,7450,3.0,7.0,47.7,Declining,2500,8000,25000,5,1500,5000,800
L53561,L,300.2,309.7,1771,27.1,104,Medium,3,68,128,Preventive,8,750,No,8222,3.3,6.7,59.0,Declining,2500,8000,25000,5,1500,5000,800
L53562,L,300.2,309.8,1481,41.9,106,Medium,4,67,127,Preventive,8,900,No,7732,3.1,6.9,49.4,Declining,2500,8000,25000,5,1500,5000,800
H35797,H,300.2,309.7,1483,43.8,108,Medium,4,66,126,Preventive,9,1600,No,7826,3.1,6.9,49.4,Declining,7000,25000,70000,10,4200,15000,2500
H35798,H,300.1,309.6,1463,45.1,113,Medium,4,64,124,Preventive,9,1600,No,8011,3.2,6.8,48.8,Declining,7000,25000,70000,10,4200,15000,2500
L53565,L,300.1,309.7,1410,48.3,118,Medium,4,61,121,Preventive,9,900,No,8130,3.3,6.7,47.0,Declining,2500,8000,25000,5,1500,5000,800
L53566,L,300.2,309.7,1656,34.3,120,Medium,4,60,120,Corrective,10,900,No,8712,3.5,6.5,55.2,Declining,2500,8000,25000,5,1500,5000,800
M21247,M,300.2,309.8,1487,39.2,122,Medium,4,59,119,Corrective,10,1200,No,8464,3.4,6.6,49.6,Declining,4500,15000,45000,7,2800,9000,1500
H35802,H,300.3,309.9,1509,46.6,125,Medium,4,58,118,Corrective,10,1600,No,8643,3.5,6.5,50.3,Declining,7000,25000,70000,10,4200,15000,2500
H35803,H,300.3,309.9,1677,30.1,130,Medium,4,55,115,Corrective,10,1600,No,9204,3.7,6.3,55.9,Declining,7000,25000,70000,10,4200,15000,2500
L53570,L,300.3,309.8,1450,55.0,135,Medium,4,53,113,Corrective,11,900,No,8975,3.6,6.4,48.3,Declining,2500,8000,25000,5,1500,5000,800
M21251,M,300.2,309.7,1413,43.0,137,Medium,4,52,112,Corrective,11,1200,No,8991,3.6,6.4,47.1,Declining,4500,15000,45000,7,2800,9000,1500
L53572,L,300.1,309.7,1680,33.8,140,Medium,5,50,110,Corrective,11,1050,No,9660,3.9,6.1,56.0,Declining,2500,8000,25000,5,1500,5000,800
L53573,L,300.2,309.7,1678,30.5,142,Medium,5,49,109,Corrective,11,1050,No,9746,3.9,6.1,55.9,Declining,2500,8000,25000,5,1500,5000,800
M21254,M,300.2,309.7,1408,44.0,144,Medium,5,48,108,Corrective,12,1350,No,9296,3.7,6.3,46.9,Declining,4500,15000,45000,7,2800,9000,1500
M21255,M,300.1,309.6,1376,52.1,147,Medium,5,47,107,Corrective,12,1350,No,9367,3.7,6.3,45.9,Declining,4500,15000,45000,7,2800,9000,1500
L53576,L,300.0,309.6,1526,46.4,150,Medium,5,45,105,Corrective,12,1050,No,9802,3.9,6.1,50.9,Declining,2500,8000,25000,5,1500,5000,800
M21257,M,300.0,309.6,1587,32.6,152,Medium,5,44,104,Corrective,12,1350,No,10014,4.0,6.0,52.9,Declining,4500,15000,45000,7,2800,9000,1500
L53578,L,300.1,309.7,1351,58.2,155,Medium,5,43,103,Corrective,12,1050,No,9677,3.9,6.1,45.0,Declining,2500,8000,25000,5,1500,5000,800
M21259,M,300.1,309.6,1501,38.0,157,Medium,5,42,102,Corrective,13,1350,No,10067,4.0,6.0,50.0,Declining,4500,15000,45000,7,2800,9000,1500
L53580,L,300.1,309.7,1601,35.8,160,Medium,5,40,100,Corrective,13,1050,No,10402,4.2,5.8,53.4,Declining,2500,8000,25000,5,1500,5000,800
M21261,M,300.0,309.6,1573,39.7,162,Medium,5,39,99,Corrective,13,1350,No,10436,4.2,5.8,52.4,Declining,4500,15000,45000,7,2800,9000,1500
M21262,M,300.1,309.6,1584,36.7,165,Medium,5,38,98,Corrective,13,1350,No,10593,4.2,5.8,52.8,Declining,4500,15000,45000,7,2800,9000,1500
L53583,L,300.1,309.6,1649,33.6,168,Medium,5,36,96,Corrective,14,1050,No,10858,4.3,5.7,55.0,Declining,2500,8000,25000,5,1500,5000,800
M21264,M,300.2,309.7,1183,61.4,170,Medium,5,35,95,Corrective,14,1350,No,10016,4.0,6.0,39.4,Declining,4500,15000,45000,7,2800,9000,1500
L53585,L,300.1,309.7,2151,17.5,173,Medium,5,34,94,Corrective,14,1050,No,12087,4.8,5.2,71.7,Declining,2500,8000,25000,5,1500,5000,800
L53586,L,300.2,309.8,1526,45.6,175,Medium,6,33,93,Corrective,14,1200,No,10927,4.4,5.6,50.9,Declining,2500,8000,25000,5,1500,5000,800
M21267,M,300.3,309.9,1611,29.0,177,Medium,6,32,92,Corrective,14,1500,No,11187,4.5,5.5,53.7,Declining,4500,15000,45000,7,2800,9000,1500
L53588,L,300.3,309.9,1601,31.7,180,Critical,6,30,90,Corrective,15,1200,No,11302,4.5,5.5,53.4,Critical,2500,8000,25000,5,1500,5000,800
L53589,L,300.3,310.0,1560,40.8,182,Critical,6,29,89,Corrective,15,1200,No,11310,4.5,5.5,52.0,Critical,2500,8000,25000,5,1500,5000,800
L53590,L,300.4,310.1,1544,41.9,184,Critical,6,28,88,Corrective,15,1200,No,11368,4.5,5.5,51.5,Critical,2500,8000,25000,5,1500,5000,800
