machine_id,operating_hours,estimated_age_years,remaining_useful_life_years,utilization_percent,health_trend
M19767,3844,1.5,8.5,53.6,Stable
M19768,3683,1.5,8.5,48.6,Stable
L52089,3862,1.5,8.5,49.4,Stable
M19770,4202,1.7,8.3,53.5,Stable
L52091,4487,1.8,8.2,56.0,Stable
L52092,4237,1.7,8.3,50.4,Stable
M19773,4491,1.8,8.2,53.1,Stable
M19774,4504,1.8,8.2,51.1,Stable
H34329,4347,1.7,8.3,46.2,Stable
H34330,5338,2.1,7.9,59.0,Stable
M19777,5147,2.1,7.9,52.0,Stable
L52098,5074,2.0,8.0,48.6,Stable
L52099,5262,2.1,7.9,50.2,Stable
L52100,5014,2.0,8.0,44.6,Critical
L52101,5004,2.0,8.0,42.9,Stable
M19782,5750,2.3,7.7,53.8,Stable
M19783,6599,2.6,7.4,65.7,Stable
H34338,5834,2.3,7.7,50.7,Stable
L52105,6375,2.6,7.4,56.0,Stable
L52106,6109,2.4,7.6,50.1,Stable
M19787,6281,2.5,7.5,51.4,Stable
L52108,6498,2.6,7.4,52.8,Stable
L52109,6100,2.4,7.6,44.7,Stable
L52110,6836,2.7,7.3,55.4,Stable
M19791,6986,2.8,7.2,56.4,Declining
L52112,6571,2.6,7.4,47.3,Declining
H34347,6933,2.8,7.2,51.8,Declining
L52114,7210,2.9,7.1,52.7,Declining
L52115,7098,2.8,7.2,49.3,Declining
L52116,6798,2.7,7.3,42.8,Critical
L52117,7400,3.0,7.0,51.3,Declining
M19798,7622,3.0,7.0,53.5,Declining
L52119,7117,2.8,7.2,42.9,Declining
L52120,7639,3.1,6.9,50.1,Declining
M19801,8123,3.2,6.8,56.6,Declining
L52122,8064,3.2,6.8,53.4,Declining
H34357,7822,3.1,6.9,47.9,Declining
M19804,8705,3.5,6.5,58.8,Declining
L52125,8146,3.3,6.7,47.3,Declining
M19806,8738,3.5,6.5,55.6,Declining
L52127,8325,3.3,6.7,46.5,Declining
M19808,8625,3.4,6.6,50.0,Declining
M19809,8870,3.5,6.5,51.8,Declining
M19810,9733,3.9,6.1,64.0,Declining
L52131,9222,3.7,6.3,53.2,Declining
M19812,8868,3.5,6.5,45.8,Declining
L52133,9595,3.8,6.2,55.7,Declining
L52134,9749,3.9,6.1,56.7,Declining
M19815,9167,3.7,6.3,45.5,Declining
M19816,11258,4.5,5.5,78.1,Declining
M19817,10241,4.1,5.9,58.9,Declining
L52138,9886,4.0,6.0,50.8,Declining
L52139,10400,4.2,5.8,57.8,Declining
L52140,9698,3.9,6.1,44.6,Declining
L52141,10710,4.3,5.7,60.0,Declining
M19822,10112,4.0,6.0,48.5,Declining
L52143,10913,4.4,5.6,59.6,Declining
L52144,10629,4.3,5.7,53.4,Declining
M19825,10243,4.1,5.9,45.5,Declining
L52146,11236,4.5,5.5,59.8,Declining
L52147,10592,4.2,5.8,47.5,Declining
M19828,10800,4.3,5.7,49.5,Declining
L52149,11021,4.4,5.6,50.9,Declining
L52150,11185,4.5,5.5,52.2,Declining
L52151,11821,4.7,5.3,61.3,Critical
H34386,11857,4.7,5.3,60.4,Critical
L52153,11382,4.6,5.4,48.7,Critical
L52154,11378,4.6,5.4,47.1,Critical
L52155,11492,4.6,5.4,47.5,Critical
L52156,11448,4.6,5.4,45.3,Critical
L52157,11900,4.8,5.2,51.3,Critical
L52158,11768,4.7,5.3,47.6,Critical
M19839,12224,4.9,5.1,53.7,Critical
M19840,12505,5.0,5.0,56.2,Critical
M19841,12386,5.0,5.0,51.9,Critical
L52162,13027,5.2,4.8,60.4,Critical
L52163,13233,5.3,4.7,62.3,Critical
L52164,12097,4.8,5.2,41.9,Critical
M19845,13253,5.3,4.7,59.6,Critical
L52166,3004,1.2,8.8,50.1,Stable
M19847,2696,1.1,8.9,43.4,Stable
L52168,5219,2.1,7.9,83.2,Critical
L52169,3313,1.3,8.7,50.0,Stable
L52170,3191,1.3,8.7,46.4,Stable
M19851,3445,1.4,8.6,49.2,Stable
L52172,3776,1.5,8.5,52.4,Stable
L52173,4358,1.7,8.3,60.6,Stable
M19854,4094,1.6,8.4,54.7,Stable
L52175,4025,1.6,8.4,51.3,Stable
M19856,3835,1.5,8.5,46.7,Stable
M19857,6488,2.6,7.4,88.6,Critical
M19858,4955,2.0,8.0,60.8,Stable
M19859,4504,1.8,8.2,51.1,Stable
L52180,5239,2.1,7.9,61.1,Stable
M19861,6013,2.4,7.6,72.5,Stable
L52182,5054,2.0,8.0,54.2,Stable
L52183,4764,1.9,8.1,47.9,Stable
L52184,4708,1.9,8.1,45.5,Stable
M19865,4958,2.0,8.0,48.1,Stable
M19866,4937,2.0,8.0,45.5,Stable
L52187,5224,2.1,7.9,48.1,Stable
H34422,5406,2.2,7.8,49.6,Stable
L52189,5701,2.3,7.7,50.8,Stable
L52190,5831,2.3,7.7,51.4,Stable
M19871,6103,2.4,7.6,54.5,Stable
M19872,6600,2.6,7.4,60.5,Stable
M19873,6293,2.5,7.5,53.1,Stable
L52194,6144,2.5,7.5,48.4,Stable
L52195,6848,2.7,7.3,58.6,Stable
L52196,6236,2.5,7.5,46.9,Stable
L52197,6476,2.6,7.4,49.4,Stable
M19878,6840,2.7,7.3,54.0,Declining
M19879,6667,2.7,7.3,48.9,Declining
L52200,6982,2.8,7.2,51.9,Declining
L52201,6660,2.7,7.3,45.0,Declining
L52202,6858,2.7,7.3,46.8,Declining
M19883,7290,2.9,7.1,52.5,Declining
L52204,7553,3.0,7.0,54.6,Declining
M19885,7311,2.9,7.1,49.1,Declining
L52206,7462,3.0,7.0,49.4,Declining
L52207,7178,2.9,7.1,43.1,Declining
M19888,7940,3.2,6.8,54.3,Declining
M19889,8063,3.2,6.8,54.1,Declining
M19890,7824,3.1,6.9,47.9,Declining
M19891,8113,3.2,6.8,50.5,Declining
M19892,8608,3.4,6.6,56.5,Declining
L52213,8483,3.4,6.6,52.1,Declining
M19894,8473,3.4,6.6,50.5,Declining
M19895,8580,3.4,6.6,50.0,Declining
L52216,8945,3.6,6.4,53.8,Declining
M19897,8977,3.6,6.4,52.9,Declining
L52218,9404,3.8,6.2,57.7,Declining
H34453,9408,3.8,6.2,56.3,Declining
H34454,9427,3.8,6.2,52.9,Declining
L52221,9108,3.6,6.4,43.8,Declining
L52222,9708,3.9,6.1,52.3,Declining
L52223,9596,3.8,6.2,48.9,Declining
L52224,9574,3.8,6.2,47.1,Declining
M19905,9860,3.9,6.1,50.3,Declining
M19906,9795,3.9,6.1,47.0,Declining
M19907,10470,4.2,5.8,56.0,Declining
H34462,9787,3.9,6.1,42.4,Critical
H34463,10414,4.2,5.8,49.1,Declining
H34464,11097,4.4,5.6,56.7,Declining
L52231,10880,4.4,5.6,49.3,Declining
L52232,10876,4.4,5.6,47.8,Declining
L52233,11128,4.5,5.5,50.5,Critical
L52234,11428,4.6,5.4,54.0,Critical
H34469,11036,4.4,5.6,45.9,Critical
M19916,11365,4.5,5.5,47.7,Critical
L52237,11374,4.5,5.5,45.6,Critical
L52238,11782,4.7,5.3,50.9,Critical
L52239,11658,4.7,5.3,47.3,Critical
L52240,11994,4.8,5.2,51.4,Critical
L52241,11726,4.7,5.3,45.4,Critical
L52242,11716,4.7,5.3,43.8,Critical
H34477,2990,1.2,8.8,49.8,Stable
L52244,3039,1.2,8.8,46.9,Stable
L52245,3447,1.4,8.6,52.2,Stable
L52246,3505,1.4,8.6,51.7,Stable
M19927,3287,1.3,8.7,46.5,Stable
M19928,3710,1.5,8.5,51.3,Stable
M19929,3525,1.4,8.6,46.0,Stable
M19930,4116,1.6,8.4,53.6,Stable
H34485,3919,1.6,8.4,48.1,Stable
L52252,4076,1.6,8.4,46.9,Stable
M19933,4258,1.7,8.3,48.5,Stable
L52254,4817,1.9,8.1,55.5,Stable
L52255,4307,1.7,8.3,45.5,Stable
L52256,4593,1.8,8.2,48.8,Stable
L52257,5305,2.1,7.9,59.2,Stable
M19938,4809,1.9,8.1,49.4,Stable
M19939,4802,1.9,8.1,47.0,Stable
L52260,4935,2.0,8.0,47.0,Stable
M19941,5193,2.1,7.9,49.8,Stable
H34496,5520,2.2,7.8,53.0,Stable
L52263,5219,2.1,7.9,44.2,Stable
L52264,6593,2.6,7.4,65.6,Stable
M19945,5499,2.2,7.8,45.9,Stable
L52266,5962,2.4,7.6,51.4,Stable
M19947,6340,2.5,7.5,56.2,Stable
L52268,6035,2.4,7.6,48.8,Stable
M19949,6161,2.5,7.5,49.4,Stable
M19950,6470,2.6,7.4,52.3,Stable
L52271,6155,2.5,7.5,44.8,Stable
M19952,6771,2.7,7.3,53.6,Stable
M19953,6520,2.6,7.4,47.2,Declining
M19954,6765,2.7,7.3,49.0,Declining
M19955,6816,2.7,7.3,47.6,Declining
H34510,7349,2.9,7.1,54.2,Declining
L52277,7234,2.9,7.1,48.6,Declining
L52278,7360,2.9,7.1,49.2,Declining
L52279,7376,3.0,7.0,47.9,Declining
M19960,7464,3.0,7.0,47.9,Declining
M19961,7761,3.1,6.9,50.6,Declining
M19962,8034,3.2,6.8,52.9,Declining
L52283,7793,3.1,6.9,46.6,Declining
L52284,8023,3.2,6.8,49.0,Declining
L52285,7923,3.2,6.8,45.8,Declining
L52286,8303,3.3,6.7,50.6,Declining
L52287,8435,3.4,6.6,51.3,Declining
L52288,8233,3.3,6.7,46.5,Declining
M19969,8313,3.3,6.7,46.3,Declining
M19970,9134,3.7,6.3,57.7,Declining
L52291,8917,3.6,6.4,51.9,Declining
M19972,8777,3.5,6.5,48.0,Declining
L52293,8794,3.5,6.5,46.1,Declining
M19974,9082,3.6,6.4,49.4,Declining
M19975,10481,4.2,5.8,70.4,Declining
L52296,9192,3.7,6.3,46.7,Declining
L52297,9702,3.9,6.1,53.7,Declining
M19978,9594,3.8,6.2,50.4,Declining
L52299,9527,3.8,6.2,47.0,Declining
M19980,9643,3.9,6.1,47.5,Declining
L52301,9868,3.9,6.1,49.0,Declining
H34536,10388,4.2,5.8,56.1,Declining
M19983,10309,4.1,5.9,51.1,Declining
M19984,10494,4.2,5.8,51.9,Declining
M19985,10347,4.1,5.9,47.2,Declining
L52306,11254,4.5,5.5,60.1,Declining
M19987,12230,4.9,5.1,74.8,Declining
L52308,10743,4.3,5.7,47.8,Declining
M19989,11415,4.6,5.4,57.5,Declining
L52310,11436,4.6,5.4,55.6,Critical
L52311,11094,4.4,5.6,48.4,Critical
L52312,11110,4.4,5.6,47.2,Critical
L52313,12018,4.8,5.2,60.8,Critical
L52314,11336,4.5,5.5,47.9,Critical
L52315,12316,4.9,5.1,62.8,Critical
L52316,12110,4.8,5.2,57.8,Critical
L52317,11658,4.7,5.3,48.8,Critical
M19998,11798,4.7,5.3,49.6,Critical
M19999,11975,4.8,5.2,50.3,Critical
M20000,12260,4.9,5.1,52.8,Critical
L52321,12243,4.9,5.1,50.3,Critical
L52322,3136,1.3,8.7,52.3,Stable
M20003,3140,1.3,8.7,50.8,Stable
L52324,3439,1.4,8.6,53.6,Stable
L52325,3655,1.5,8.5,55.7,Stable
L52326,3575,1.4,8.6,52.8,Stable
L52327,3633,1.5,8.5,52.3,Stable
L52328,3599,1.4,8.6,50.2,Stable
L52329,3579,1.4,8.6,48.4,Stable
L52330,3945,1.6,8.4,53.0,Stable
L52331,3673,1.5,8.5,47.0,Stable
L52332,6231,2.5,7.5,88.1,Stable
L52333,4323,1.7,8.3,54.8,Stable
L52334,4261,1.7,8.3,52.3,Stable
H34569,4465,1.8,8.2,54.2,Stable
L52336,4404,1.8,8.2,49.4,Stable
H34571,4324,1.7,8.3,46.6,Stable
L52338,4673,1.9,8.1,48.6,Stable
L52339,4825,1.9,8.1,49.7,Stable
L52340,4803,1.9,8.1,47.8,Stable
M20021,6081,2.4,7.6,67.6,Stable
L52342,5088,2.0,8.0,48.8,Stable
M20023,5676,2.3,7.7,57.1,Stable
M20024,5633,2.3,7.7,54.1,Stable
L52345,5362,2.1,7.9,47.4,Stable
H34580,5702,2.3,7.7,51.5,Stable
L52347,6113,2.4,7.6,54.6,Stable
H34582,6317,2.5,7.5,56.5,Stable
L52349,6090,2.4,7.6,49.0,Stable
M20030,6200,2.5,7.5,49.3,Stable
M20031,6033,2.4,7.6,44.3,Stable
L52352,6990,2.8,7.2,58.0,Stable
M20033,7078,2.8,7.2,58.0,Declining
M20034,6515,2.6,7.4,46.3,Declining
L52355,7350,2.9,7.1,58.0,Declining
M20036,7648,3.1,6.9,61.5,Declining
H34591,6871,2.7,7.3,46.3,Declining
H34592,7354,2.9,7.1,50.6,Declining
M20039,7445,3.0,7.0,48.3,Declining
L52360,7848,3.1,6.9,52.8,Declining
L52361,8210,3.3,6.7,57.3,Declining
L52362,8032,3.2,6.8,52.9,Declining
M20043,8752,3.5,6.5,63.4,Declining
L52364,7879,3.2,6.8,46.6,Declining
L52365,9199,3.7,6.3,67.1,Declining
L52366,9973,4.0,6.0,78.5,Declining
L52367,8651,3.5,6.5,54.9,Declining
L52368,8709,3.5,6.5,54.4,Declining
M20049,8389,3.4,6.6,47.6,Declining
L52370,8574,3.4,6.6,48.4,Declining
L52371,8592,3.4,6.6,47.2,Declining
L52372,8470,3.4,6.6,43.7,Declining
H34607,8756,3.5,6.5,46.9,Declining
M20054,9501,3.8,6.2,55.6,Declining
L52375,9402,3.8,6.2,51.7,Declining
H34610,9424,3.8,6.2,50.6,Declining
H34611,9755,3.9,6.1,52.3,Declining
L52378,9696,3.9,6.1,47.6,Declining
L52379,9936,4.0,6.0,50.1,Declining
L52380,9852,3.9,6.1,47.2,Declining
M20061,9902,4.0,6.0,46.5,Declining
L52382,9915,4.0,6.0,44.5,Declining
M20063,10677,4.3,5.7,55.7,Declining
L52384,11448,4.6,5.4,66.3,Declining
L52385,10496,4.2,5.8,48.9,Declining
H34620,11072,4.4,5.6,57.0,Declining
M20067,10851,4.3,5.7,49.6,Declining
L52388,11338,4.5,5.5,55.5,Declining
M20069,11114,4.4,5.6,50.2,Critical
L52390,11167,4.5,5.5,48.9,Critical
L52391,11191,4.5,5.5,47.8,Critical
L52392,11209,4.5,5.5,46.6,Critical
M20073,11363,4.5,5.5,47.6,Critical
L52394,11784,4.7,5.3,52.4,Critical
M20075,11794,4.7,5.3,51.1,Critical
M20076,11497,4.6,5.4,43.9,Critical
M20077,11840,4.7,5.3,47.3,Critical
L52398,12313,4.9,5.1,53.0,Critical
L52399,11955,4.8,5.2,45.5,Critical
L52400,12581,5.0,5.0,54.4,Critical
L52401,12657,5.1,4.9,54.2,Critical
L52402,3330,1.3,8.7,55.5,Stable
M20083,2790,1.1,8.9,45.0,Stable
L52404,3405,1.4,8.6,53.0,Stable
M20085,3189,1.3,8.7,47.9,Stable
L52406,3256,1.3,8.7,46.8,Stable
L52407,3420,1.4,8.6,48.0,Stable
M20088,3316,1.3,8.7,44.8,Stable
H34643,4345,1.7,8.3,59.7,Stable
M20090,5224,2.1,7.9,70.6,Stable
L52411,4041,1.6,8.4,48.6,Stable
L52412,3977,1.6,8.4,46.0,Stable
L52413,4205,1.7,8.3,48.3,Stable
L52414,4317,1.7,8.3,48.7,Stable
M20095,4507,1.8,8.2,50.4,Stable
L52416,4408,1.8,8.2,46.5,Stable
L52417,4708,1.9,8.1,50.0,Stable
L52418,4714,1.9,8.1,48.6,Stable
L52419,5396,2.2,7.8,58.4,Stable
L52420,5368,2.1,7.9,56.5,Stable
L52421,5436,2.2,7.8,56.1,Stable
L52422,5152,2.1,7.9,49.9,Stable
L52423,5692,2.3,7.7,57.4,Stable
L52424,5526,2.2,7.8,53.1,Stable
L52425,5580,2.2,7.8,52.5,Stable
L52426,5450,2.2,7.8,48.8,Stable
L52427,5420,2.2,7.8,46.8,Stable
M20108,6504,2.6,7.4,63.4,Stable
M20109,5679,2.3,7.7,47.4,Stable
L52430,5634,2.3,7.7,44.4,Stable
M20111,5674,2.3,7.7,43.6,Stable
L52432,5839,2.3,7.7,44.1,Stable
L52433,6379,2.6,7.4,51.6,Stable
L52434,7169,2.9,7.1,63.2,Stable
M20115,6271,2.5,7.5,46.8,Stable
L52436,6386,2.6,7.4,46.4,Declining
L52437,6654,2.7,7.3,49.4,Declining
M20118,6924,2.8,7.2,52.4,Declining
L52439,7003,2.8,7.2,51.5,Declining
M20120,6989,2.8,7.2,49.7,Declining
L52441,7166,2.9,7.1,50.4,Declining
L52442,7128,2.9,7.1,48.3,Declining
L52443,8074,3.2,6.8,62.6,Declining
L52444,7162,2.9,7.1,45.9,Declining
M20125,8266,3.3,6.7,62.8,Declining
M20126,7671,3.1,6.9,50.6,Declining
M20127,7646,3.1,6.9,47.9,Declining
L52448,7683,3.1,6.9,46.3,Declining
L52449,8003,3.2,6.8,50.1,Declining
L52450,7635,3.1,6.9,42.5,Declining
L52451,8243,3.3,6.7,51.1,Declining
M20132,8057,3.2,6.8,46.5,Declining
L52453,8190,3.3,6.7,46.5,Declining
L52454,8724,3.5,6.5,53.9,Declining
L52455,8426,3.4,6.6,47.4,Declining
L52456,8882,3.6,6.4,53.5,Declining
L52457,8762,3.5,6.5,50.0,Declining
M20138,9086,3.6,6.4,53.9,Declining
L52459,9029,3.6,6.4,50.7,Declining
L52460,9035,3.6,6.4,49.3,Declining
M20141,9103,3.6,6.4,49.0,Declining
H34696,9062,3.6,6.4,46.0,Declining
L52463,9575,3.8,6.2,50.8,Declining
M20144,10079,4.0,6.0,57.7,Declining
L52465,9796,3.9,6.1,50.8,Declining
L52466,9684,3.9,6.1,47.4,Declining
H34701,9942,4.0,6.0,50.2,Declining
L52468,10217,4.1,5.9,51.0,Declining
M20149,10259,4.1,5.9,50.2,Declining
L52470,10432,4.2,5.8,50.9,Declining
L52471,10282,4.1,5.9,46.9,Declining
M20152,10694,4.3,5.7,52.2,Declining
M20153,10623,4.2,5.8,48.8,Declining
L52474,10714,4.3,5.7,48.1,Declining
L52475,10592,4.2,5.8,44.5,Declining
H34710,10768,4.3,5.7,46.0,Declining
L52477,11047,4.4,5.6,46.9,Critical
M20158,12585,5.0,5.0,71.0,Critical
L52479,11170,4.5,5.5,45.2,Critical
M20160,11970,4.8,5.2,57.0,Critical
L52481,11303,4.5,5.5,43.6,Critical
L52482,11757,4.7,5.3,49.7,Critical
L52483,11827,4.7,5.3,49.4,Critical
L52484,11805,4.7,5.3,47.5,Critical
H34719,12405,5.0,5.0,56.0,Critical
H34720,12494,5.0,5.0,53.7,Critical
L52487,12555,5.0,5.0,51.0,Critical
L52488,12547,5.0,5.0,49.4,Critical
M20169,12519,5.0,5.0,47.4,Critical
L52490,2854,1.1,8.9,47.6,Stable
H34725,3010,1.2,8.8,48.7,Stable
L52492,4061,1.6,8.4,62.4,Stable
M20173,3537,1.4,8.6,52.2,Stable
L52494,3942,1.6,8.4,56.7,Stable
L52495,4050,1.6,8.4,57.0,Stable
M20176,4098,1.6,8.4,56.3,Stable
L52497,4129,1.7,8.3,54.6,Stable
L52498,3937,1.6,8.4,49.9,Stable
M20179,3839,1.5,8.5,46.7,Stable
L52500,3896,1.6,8.4,45.4,Stable
M20181,4412,1.8,8.2,52.5,Stable
M20182,4109,1.6,8.4,45.2,Stable
M20183,4328,1.7,8.3,46.6,Stable
M20184,4717,1.9,8.1,50.9,Stable
L52505,5188,2.1,7.9,56.5,Stable
M20186,4730,1.9,8.1,47.3,Stable
M20187,6257,2.5,7.5,70.5,Stable
M20188,4972,2.0,8.0,46.9,Stable
L52509,5207,2.1,7.9,48.5,Stable
L52510,5561,2.2,7.8,52.9,Stable
L52511,5371,2.1,7.9,48.3,Stable
H34746,5371,2.1,7.9,46.8,Stable
M20193,5600,2.2,7.8,46.8,Stable
M20194,8337,3.3,6.7,90.2,Critical
M20195,6070,2.4,7.6,50.2,Stable
L52516,6521,2.6,7.4,55.4,Stable
M20197,6249,2.5,7.5,49.4,Stable
M20198,6768,2.7,7.3,55.8,Stable
M20199,6743,2.7,7.3,53.1,Stable
L52520,6476,2.6,7.4,46.4,Declining
H34755,6588,2.6,7.4,46.8,Declining
M20202,6755,2.7,7.3,45.8,Declining
L52523,7354,2.9,7.1,53.6,Declining
L52524,6950,2.8,7.2,45.3,Declining
L52525,7368,2.9,7.1,50.8,Declining
L52526,7478,3.0,7.0,51.1,Declining
L52527,7024,2.8,7.2,42.1,Declining
L52528,7836,3.1,6.9,54.1,Declining
M20209,7964,3.2,6.8,54.7,Declining
M20210,8059,3.2,6.8,54.1,Declining
M20211,8010,3.2,6.8,51.0,Declining
M20212,8265,3.3,6.7,53.0,Declining
L52533,8398,3.4,6.6,53.0,Declining
L52534,8234,3.3,6.7,48.7,Declining
H34769,8056,3.2,6.8,44.3,Declining
H34770,9009,3.6,6.4,56.4,Declining
L52537,9786,3.9,6.1,65.6,Declining
H34772,9594,3.8,6.2,60.9,Declining
M20219,8959,3.6,6.4,46.6,Declining
L52540,9226,3.7,6.3,48.8,Declining
L52541,9676,3.9,6.1,54.8,Declining
L52542,9042,3.6,6.4,42.7,Declining
L52543,9606,3.8,6.2,50.6,Declining
L52544,9862,3.9,6.1,53.4,Declining
L52545,9846,3.9,6.1,51.6,Declining
H34780,9648,3.9,6.1,46.8,Declining
M20227,10597,4.2,5.8,58.9,Declining
M20228,10534,4.2,5.8,55.6,Declining
H34783,10349,4.1,5.9,50.2,Declining
H34784,10814,4.3,5.7,54.2,Declining
L52551,10655,4.3,5.7,47.8,Declining
H34786,10893,4.4,5.6,50.3,Declining
M20233,11718,4.7,5.3,60.3,Critical
L52554,11265,4.5,5.5,50.5,Critical
L52555,11385,4.6,5.4,51.0,Critical
H34790,11087,4.4,5.6,44.5,Critical
L52557,12700,5.1,4.9,67.7,Critical
L52558,11830,4.7,5.3,51.7,Critical
L52559,11712,4.7,5.3,48.2,Critical
L52560,11898,4.8,5.2,49.8,Critical
L52561,12302,4.9,5.1,55.0,Critical
L52562,12486,5.0,5.0,56.6,Critical
L52563,12188,4.9,5.1,50.1,Critical
M20244,12112,4.8,5.2,47.4,Critical
H34799,12913,5.2,4.8,58.5,Critical
L52566,12568,5.0,5.0,49.0,Critical
L52567,12586,5.0,5.0,47.8,Critical
M20248,12674,5.1,4.9,47.7,Critical
L52569,12677,5.1,4.9,45.5,Critical
H34804,13001,5.2,4.8,49.4,Critical
L52571,13404,5.4,4.6,52.4,Critical
L52572,13312,5.3,4.7,49.4,Critical
L52573,13386,5.4,4.6,49.1,Critical
M20254,13054,5.2,4.8,42.1,Critical
L52575,13723,5.5,4.5,51.0,Critical
L52576,13801,5.5,4.5,50.8,Critical
M20257,13677,5.5,4.5,47.2,Critical
L52578,14826,5.9,4.1,64.1,Critical
H34813,13892,5.6,4.4,47.0,Critical
L52580,14249,5.7,4.3,49.2,Critical
M20261,14293,5.7,4.3,48.5,Critical
L52582,2842,1.1,8.9,47.4,Stable
L52583,3806,1.5,8.5,61.9,Stable
H34818,3024,1.2,8.8,47.4,Stable
L52585,3293,1.3,8.7,48.1,Stable
L52586,3215,1.3,8.7,45.3,Stable
L52587,4493,1.8,8.2,65.1,Stable
L52588,3931,1.6,8.4,54.3,Stable
L52589,3631,1.5,8.5,47.8,Stable
M20270,3689,1.5,8.5,47.2,Stable
L52591,3914,1.6,8.4,48.7,Stable
L52592,3736,1.5,8.5,44.3,Stable
H34827,4224,1.7,8.3,50.9,Stable
L52594,4463,1.8,8.2,51.1,Stable
M20275,4305,1.7,8.3,47.0,Stable
L52596,4940,2.0,8.0,55.3,Stable
L52597,4482,1.8,8.2,46.2,Stable
L52598,4596,1.8,8.2,46.6,Stable
L52599,4532,1.8,8.2,44.0,Stable
L52600,5004,2.0,8.0,50.4,Stable
M20281,5202,2.1,7.9,52.2,Stable
M20282,5049,2.0,8.0,47.4,Stable
L52603,5634,2.3,7.7,54.9,Stable
L52604,5184,2.1,7.9,45.9,Stable
L52605,6070,2.4,7.6,59.2,Stable
L52606,5718,2.3,7.7,51.8,Stable
L52607,5546,2.2,7.8,47.4,Stable
L52608,5696,2.3,7.7,48.4,Stable
L52609,6060,2.4,7.6,53.0,Stable
L52610,6358,2.5,7.5,56.5,Stable
L52611,5984,2.4,7.6,48.7,Stable
L52612,5934,2.4,7.6,46.4,Stable
L52613,6340,2.5,7.5,51.7,Stable
L52614,6588,2.6,7.4,54.3,Stable
M20295,6468,2.6,7.4,50.8,Stable
M20296,6913,2.8,7.2,56.0,Stable
M20297,6478,2.6,7.4,46.5,Declining
L52618,7191,2.9,7.1,56.1,Declining
L52619,7167,2.9,7.1,54.2,Declining
H34854,7401,3.0,7.0,56.6,Declining
M20301,7014,2.8,7.2,46.4,Declining
L52622,7071,2.8,7.2,45.1,Declining
M20303,7307,2.9,7.1,47.5,Declining
L52624,8638,3.5,6.5,67.5,Declining
M20305,7976,3.2,6.8,54.9,Declining
L52626,7837,3.1,6.9,50.4,Declining
L52627,7835,3.1,6.9,48.8,Declining
L52628,8097,3.2,6.8,51.7,Declining
L52629,9743,3.9,6.1,77.6,Declining
H34864,8045,3.2,6.8,47.8,Declining
L52631,8122,3.2,6.8,45.4,Declining
M20312,8596,3.4,6.6,51.8,Declining
L52633,8527,3.4,6.6,48.4,Declining
L52634,8637,3.5,6.5,48.7,Declining
M20315,9595,3.8,6.2,63.2,Declining
M20316,9074,3.6,6.4,52.2,Declining
M20317,9279,3.7,6.3,53.4,Declining
L52638,9238,3.7,6.3,50.5,Declining
L52639,9206,3.7,6.3,48.4,Declining
M20320,9442,3.8,6.2,50.9,Declining
M20321,9203,3.7,6.3,44.6,Declining
L52642,10438,4.2,5.8,63.0,Declining
L52643,9872,3.9,6.1,52.0,Declining
M20324,10158,4.1,5.9,55.3,Declining
L52645,9823,3.9,6.1,47.5,Declining
M20326,9917,4.0,6.0,47.5,Declining
L52647,9966,4.0,6.0,46.1,Declining
L52648,10818,4.3,5.7,58.8,Declining
M20329,10258,4.1,5.9,48.0,Declining
M20330,10685,4.3,5.7,52.8,Declining
L52651,10342,4.1,5.9,44.9,Declining
L52652,10512,4.2,5.8,46.2,Declining
L52653,10568,4.2,5.8,45.6,Declining
M20334,10676,4.3,5.7,45.9,Declining
L52655,10727,4.3,5.7,44.5,Declining
M20336,11035,4.4,5.6,48.2,Critical
L52657,11806,4.7,5.3,58.8,Critical
L52658,11592,4.6,5.4,53.7,Critical
M20339,11588,4.6,5.4,52.1,Critical
H34894,11551,4.6,5.4,49.3,Critical
L52661,12382,5.0,5.0,59.4,Critical
L52662,12474,5.0,5.0,59.4,Critical
M20343,13000,5.2,4.8,66.7,Critical
M20344,12787,5.1,4.9,60.9,Critical
L52665,11958,4.8,5.2,44.8,Critical
L52666,12400,5.0,5.0,50.7,Critical
M20347,12672,5.1,4.9,53.7,Critical
L52668,12485,5.0,5.0,48.3,Critical
L52669,12673,5.1,4.9,50.0,Critical
L52670,2576,1.0,9.0,42.9,Critical
M20351,2790,1.1,8.9,45.0,Stable
M20352,2893,1.2,8.8,44.5,Stable
L52673,3112,1.2,8.8,45.9,Stable
L52674,3186,1.3,8.7,45.6,Stable
H34909,3254,1.3,8.7,45.2,Stable
M20356,4613,1.8,8.2,64.1,Stable
M20357,4002,1.6,8.4,51.7,Stable
M20358,4841,1.9,8.1,63.4,Stable
H34913,4004,1.6,8.4,47.2,Stable
L52680,4597,1.8,8.2,53.4,Stable
L52681,4571,1.8,8.2,51.4,Stable
L52682,4453,1.8,8.2,48.0,Stable
H34917,4979,2.0,8.0,55.2,Stable
L52684,4806,1.9,8.1,48.6,Stable
L52685,5472,2.2,7.8,58.2,Stable
L52686,5424,2.2,7.8,55.9,Stable
L52687,5200,2.1,7.9,50.7,Stable
L52688,4984,2.0,8.0,45.6,Stable
L52689,5358,2.1,7.9,50.3,Stable
L52690,5266,2.1,7.9,47.3,Stable
L52691,6436,2.6,7.4,65.3,Stable
L52692,5974,2.4,7.6,56.1,Stable
